FlowUID,FromUID,ToUID,FromName,ToName,MassType,Volume_m3,VolumeUnit,PeriodStart,PeriodEnd,EvidenceClass,Confidence,SourceURL,Class,Outcome,Method,Notes,Published
FLW_0530,SRC_VI_014,AK_EI_002,Fjellhamar Bruk,Feiring Bruk AS avd. Dal Pukkverk,demolition,2592,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",46.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0531,SRC_VI_014,AK_UL_001,Fjellhamar Bruk,Ragn-Sells avd. Gardermoen,demolition,1793,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",35.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0532,SRC_VI_014,AK_UL_003,Fjellhamar Bruk,Veidekke Gardermoen Massesenter,demolition,2914,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",35.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0533,SRC_VI_014,AK_NI_001,Fjellhamar Bruk,NOAH Engadalen,demolition,5663,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",28.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0534,SRC_VI_014,AK_AH_001,Fjellhamar Bruk,Helgerud Inert Deponi,demolition,1124,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",42.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0535,SRC_VI_014,AK_AS_001,Fjellhamar Bruk,Lindum Oredalen,demolition,1197,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",66.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0536,SRC_VI_014,AK_AH_002,Fjellhamar Bruk,Mr. Pukk Høland AS,demolition,1119,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",43.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0537,SRC_VI_014,AK_UL_002,Fjellhamar Bruk,ØRAS Miljøstasjon Dal Skog,demolition,885,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",44.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0538,SRC_VI_014,OF_IO_002,Fjellhamar Bruk,Veidekke Elvestad,demolition,1250,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",44.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0539,SRC_VI_014,OS_OS_004,Fjellhamar Bruk,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),demolition,7318,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",7.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0540,SRC_VI_014,AK_NA_001,Fjellhamar Bruk,Herstua Grus AS - avfallshåndtering,demolition,1162,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",44.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0541,SRC_VI_014,BU_DR_003,Fjellhamar Bruk,Lerpeveien gjenvinningsstasjon,demolition,557,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",64.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0542,SRC_VI_014,BU_LI_001,Fjellhamar Bruk,Egge I - inert deponi,demolition,664,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",58.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0543,SRC_VI_014,BU_LI_002,Fjellhamar Bruk,Egge II - inert deponi,demolition,660,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",58.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0544,SRC_VI_014,AK_LI_002,Fjellhamar Bruk,Skedsmo Massesenter,soil and clay,4273,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",11.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0545,SRC_VI_014,AK_LI_003,Fjellhamar Bruk,Jølsen Miljøpark,soil and clay,4229,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",9.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0546,SRC_VI_014,AK_NE_001,Fjellhamar Bruk,Esval Miljøpark,soil and clay,862,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",45.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0547,SRC_VI_014,AK_EI_002,Fjellhamar Bruk,Feiring Bruk AS avd. Dal Pukkverk,soil and clay,1711,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",46.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0548,SRC_VI_014,AK_UL_003,Fjellhamar Bruk,Veidekke Gardermoen Massesenter,soil and clay,2317,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",35.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0549,SRC_VI_014,AK_NI_001,Fjellhamar Bruk,NOAH Engadalen,soil and clay,4993,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",28.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0550,SRC_VI_014,AK_AH_001,Fjellhamar Bruk,Helgerud Inert Deponi,soil and clay,785,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",42.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0551,SRC_VI_014,AK_AH_002,Fjellhamar Bruk,Mr. Pukk Høland AS,soil and clay,780,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",43.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0552,SRC_VI_014,AK_LI_004,Fjellhamar Bruk,ROAF Miljøpark,soil and clay,5627,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",10.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0553,SRC_VI_014,AK_UL_002,Fjellhamar Bruk,ØRAS Miljøstasjon Dal Skog,soil and clay,607,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",44.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0554,SRC_VI_014,OF_IO_002,Fjellhamar Bruk,Veidekke Elvestad,soil and clay,857,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",44.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0555,SRC_VI_014,OS_OS_004,Fjellhamar Bruk,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),soil and clay,9223,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",7.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0556,SRC_VI_014,AK_NA_001,Fjellhamar Bruk,Herstua Grus AS - avfallshåndtering,soil and clay,789,pfm3,2022,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",44.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0557,SRC_VI_008,AK_LI_002,GlobalConnect fiber,Skedsmo Massesenter,soil and clay,2614,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",26.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0558,SRC_VI_008,AK_LI_003,GlobalConnect fiber,Jølsen Miljøpark,soil and clay,2188,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",27.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0559,SRC_VI_008,AK_EI_002,GlobalConnect fiber,Feiring Bruk AS avd. Dal Pukkverk,soil and clay,1233,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0560,SRC_VI_008,AK_UL_003,GlobalConnect fiber,Veidekke Gardermoen Massesenter,soil and clay,1608,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",47.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0561,SRC_VI_008,AK_NI_001,GlobalConnect fiber,NOAH Engadalen,soil and clay,5500,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",31.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0562,SRC_VI_008,AK_AH_001,GlobalConnect fiber,Helgerud Inert Deponi,soil and clay,474,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0563,SRC_VI_008,AK_AS_001,GlobalConnect fiber,Lindum Oredalen,soil and clay,1263,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",54.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0564,SRC_VI_008,AK_AS_004,GlobalConnect fiber,Røyken Grovfyllplass,soil and clay,622,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",37.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0565,SRC_VI_008,AK_AH_002,GlobalConnect fiber,Mr. Pukk Høland AS,soil and clay,472,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0566,SRC_VI_008,AK_LI_004,GlobalConnect fiber,ROAF Miljøpark,soil and clay,3241,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",26.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0567,SRC_VI_008,AK_UL_002,GlobalConnect fiber,ØRAS Miljøstasjon Dal Skog,soil and clay,421,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",55.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0568,SRC_VI_008,OF_IO_002,GlobalConnect fiber,Veidekke Elvestad,soil and clay,1198,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",41.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0569,SRC_VI_008,OS_OS_004,GlobalConnect fiber,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),soil and clay,7741,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",15.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0570,SRC_VI_008,AK_NA_001,GlobalConnect fiber,Herstua Grus AS - avfallshåndtering,soil and clay,623,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",54.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0571,SRC_VI_008,BU_DR_002,GlobalConnect fiber,Lindum AS avd. Drammen - avfallsdeponi,soil and clay,1410,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",47.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0572,SRC_VI_008,BU_DR_005,GlobalConnect fiber,Mile avfallsdeponi,soil and clay,470,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0573,SRC_VI_008,BU_LI_001,GlobalConnect fiber,Egge I - inert deponi,soil and clay,1090,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",41.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0574,SRC_VI_008,BU_LI_002,GlobalConnect fiber,Egge II - inert deponi,soil and clay,1081,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",41.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0575,SRC_VI_008,AK_LI_002,GlobalConnect fiber,Skedsmo Massesenter,demolition,1021,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",26.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0576,SRC_VI_008,AK_LI_003,GlobalConnect fiber,Jølsen Miljøpark,demolition,864,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",27.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0577,SRC_VI_008,AK_EI_002,GlobalConnect fiber,Feiring Bruk AS avd. Dal Pukkverk,demolition,809,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0578,SRC_VI_008,AK_UL_001,GlobalConnect fiber,Ragn-Sells avd. Gardermoen,demolition,536,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",48.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0579,SRC_VI_008,AK_UL_003,GlobalConnect fiber,Veidekke Gardermoen Massesenter,demolition,887,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",47.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0580,SRC_VI_008,AK_NI_001,GlobalConnect fiber,NOAH Engadalen,demolition,2346,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",31.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0581,SRC_VI_008,AK_AH_001,GlobalConnect fiber,Helgerud Inert Deponi,demolition,312,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0582,SRC_VI_008,AK_AS_001,GlobalConnect fiber,Lindum Oredalen,demolition,792,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",54.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0583,SRC_VI_008,AK_AH_002,GlobalConnect fiber,Mr. Pukk Høland AS,demolition,311,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0584,SRC_VI_008,AK_UL_002,GlobalConnect fiber,ØRAS Miljøstasjon Dal Skog,demolition,269,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",55.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0585,SRC_VI_008,OF_IO_002,GlobalConnect fiber,Veidekke Elvestad,demolition,607,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",41.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0586,SRC_VI_008,OS_OS_004,GlobalConnect fiber,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),demolition,2529,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",15.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0587,SRC_VI_008,AK_NA_001,GlobalConnect fiber,Herstua Grus AS - avfallshåndtering,demolition,386,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",54.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0588,SRC_VI_008,BU_DR_003,GlobalConnect fiber,Lerpeveien gjenvinningsstasjon,demolition,434,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",47.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0589,SRC_VI_008,BU_DR_004,GlobalConnect fiber,Mile gjenvinningsstasjon,demolition,311,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0590,SRC_VI_008,BU_LI_001,GlobalConnect fiber,Egge I - inert deponi,demolition,543,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",41.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0591,SRC_VI_008,BU_LI_002,GlobalConnect fiber,Egge II - inert deponi,demolition,540,pfm3,2025,2027,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",41.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
